id	warning	biosample_id	biosample_accession	biosample_secondary_accession	bioproject_accession	organism	strain	organization	collection_date	geographic_location	latitude	longitude	latitude_and_longitude	host	biovar	description	publication_date	modification_date
211		1831187	SAMN01831187		PRJNA73109	Yersinia pestis biovar Orientalis str. AS200902147	AS200902147	US Army Edgewood Chemical Biological Center	2009	Santa Fe, NM, USA				Cynomys gunnisoni		Yersinia pestis biovar Orientalis str. AS200902147	2013/01/02	2014/04/08
212		1853130	SAMN01853130		PRJNA184590	Yersinia pestis 53/91	53/91	Northern Arizona University Center for Microbial Genetics and Genomics	1991	Mahajanga, Madagascar			46.31395349, -15.71171171	flea		Yersinia pestis 53/91 (Yp1030)	2013/02/16	2014/02/25
213		1853157	SAMN01853157		PRJNA184590	Yersinia pestis 64/91	64/91	Northern Arizona University Center for Microbial Genetics and Genomics	1991	Mahajanga, Madagascar			46.31395349, -15.71171171	human		Yersinia pestis 64/91 (Yp1032)	2013/02/16	2014/02/25
214		1853158	SAMN01853158		PRJNA184590	Yersinia pestis 154/98 B	154/98 B	Northern Arizona University Center for Microbial Genetics and Genomics	1998	Mahajanga, Madagascar			46.31395349, -15.71171171	human		Yersinia pestis 154/98 (Yp1064)	2013/02/16	2014/02/25
215		1853159	SAMN01853159		PRJNA184590	Yersinia pestis 17/99 B	17/99 B	Northern Arizona University Center for Microbial Genetics and Genomics	1999	Mahajanga, Madagascar			46.31395349, -15.71171171	human		Yersinia pestis 17/99 (Yp1069)	2013/02/16	2014/02/25
216	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	1902218	SAMN01902218		PRJNA38409	Yersinia pestis G1670	G1670	US Army Edgewood Chemical Biological Center	1979	Georgia: Ninotsminda				Flea		General Sample for Yersinia pestis str. G1670	2013/01/27	2013/11/15
217		1902219	SAMN01902219		PRJNA38409	Yersinia pestis G1670E	G1670E	US Army Edgewood Chemical Biological Center	1979	Georgia: Ninotsminda				Flea		General Sample for Yersinia pestis str. G1670E	2013/01/29	2014/03/06
218		1902220	SAMN01902220		PRJNA38305	Yersinia pestis G3768	G3768	US Army Edgewood Chemical Biological Center	1983	Ninotsminda, Georgia				Flea		General Sample for Yersinia pestis str. G3768	2013/01/27	2013/01/30
219		1909378	SAMN01909378		PRJNA188780	Yersinia pestis G1670A	G1670A	US Army Edgewood Chemical Biological Center	1979	Georgia: Ninotsminda				Flea		General Sample for Yersinia pestis G1670A	2013/02/16	2013/09/27
220		1991261	SAMN01991261		PRJNA194125	Yersinia pestis 4139	4139	CosmosID Inc.	1995	USA: NM				cat		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
221		1991262	SAMN01991262		PRJNA194125	Yersinia pestis 1866	1866	CosmosID Inc.	Unknown	USA: NM				Squirrel		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
222		1991263	SAMN01991263		PRJNA194125	Yersinia pestis 8607116	8607116	CosmosID Inc.	Unknown	USA: NM				Dog		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
223		1991264	SAMN01991264		PRJNA194125	Yersinia pestis TS (D5)	TS (D5)	CosmosID Inc.	1953	India/Indonesia						Generic sample from Yersinia pestis	2013/03/27	2014/03/06
224		1991265	SAMN01991265		PRJNA194125	Yersinia pestis KUMA (D11)	KUMA (D11)	CosmosID Inc.	<1936	Manchuria, China						Generic sample from Yersinia pestis	2013/03/27	2014/03/06
225		1991266	SAMN01991266		PRJNA194125	Yersinia pestis Kimberley (D17)	Kimberley (D17)	CosmosID Inc.	Unknown	South Africa						Generic sample from Yersinia pestis	2013/03/27	2014/03/06
226		1991267	SAMN01991267		PRJNA194125	Yersinia pestis Java (D88)	Java (D88)	CosmosID Inc.	Unknown	Indonesia, Java						Generic sample from Yersinia pestis	2013/03/27	2014/03/06
227		1991268	SAMN01991268		PRJNA194125	Yersinia pestis 1901b	1901b	CosmosID Inc.	1983	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
228		1991269	SAMN01991269		PRJNA194125	Yersinia pestis 4954	4954	CosmosID Inc.	1987	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
229		1991270	SAMN01991270		PRJNA194125	Yersinia pestis 4412	4412	CosmosID Inc.	1991	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
230		1991271	SAMN01991271		PRJNA194125	Yersinia pestis 2965	2965	CosmosID Inc.	1995	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
231		1991272	SAMN01991272		PRJNA194125	Yersinia pestis 2055	2055	CosmosID Inc.	1998	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
232		1991273	SAMN01991273		PRJNA194125	Yersinia pestis 2106	2106	CosmosID Inc.	2001	USA: NM				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
233		1991274	SAMN01991274		PRJNA194125	Yersinia pestis 2772	2772	CosmosID Inc.	1984	USA: NM				Cat		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
234		1991275	SAMN01991275		PRJNA194125	Yersinia pestis 3357	3357	CosmosID Inc.	1999	USA: NM				mountain lion		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
235		1991276	SAMN01991276		PRJNA194125	Yersinia pestis AS 2509	AS 2509	CosmosID Inc.	2004	USA: NM				Rodent		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
236		1991277	SAMN01991277		PRJNA194125	Yersinia pestis AS 200900596	AS 200900596	CosmosID Inc.	2009	USA				rabbit		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
237		1991278	SAMN01991278		PRJNA194125	Yersinia pestis V-6486	V-6486	CosmosID Inc.	Unknown	USA: NM				Llama		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
238		1991279	SAMN01991279		PRJNA194125	Yersinia pestis KIM D27	KIM D27	CosmosID Inc.	1968	Iran/Kurdistan				Human		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
239		1991280	SAMN01991280		PRJNA194125	Yersinia pestis AS200901509	AS200901509	CosmosID Inc.	2009	Santa Fe, NM, USA				Cynomys gunnisoni		Generic sample from Yersinia pestis	2013/03/27	2014/03/06
244		2207408	SAMN02207408		PRJNA208841	Yersinia pestis EBD10-058	EBD10-058	National Microbiology Laboratory	2010	Canada: Grasslands National Park, Saskatchewan			missing	Cynomys ludovicianus	Orientalis	Clinical or host-associated pathogen sample for Yersinia pestis EBD10-058	2014/06/12	2015/05/15
245		2402990	SAMN02402990		PRJNA167473	Yersinia pestis 2501	2501	Beijing Genomics Institute	2005	China: Junggar Basin, Xinjiang				Rhombomys opimus		Generic sample from Yersinia pestis 2501	2013/11/15	2014/03/07
246	POSSIBLE SECONDARY ACCESSION IN SRA	2403093	SAMN02403093		PRJNA47685	Yersinia pestis M0000002	M0000002	Beijing Genomics Institute	2001	Qinghai, China	33.35	97.12		Microtus fuscus	Microtus	Generic sample from Yersinia pestis M0000002	2013/11/15	2014/03/07
247		2403940	SAMN02403940		PRJNA18241	Yersinia pestis CA88-4125	CA88-4125	ERIC (Enteropathogen Resource Integration Center)	1988	California, USA	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis CA88-4125	2013/11/15	2014/03/07
248		2403941	SAMN02403941		PRJNA30503	Yersinia pestis Nepal516	Nepal516	ERIC (Enteropathogen Resource Integration Center)	1967	Nepal	NA	NA		Human	Antiqua	Generic sample from Yersinia pestis Nepal516	2013/11/15	2014/03/07
249		2403942	SAMN02403942		PRJNA30507	Yersinia pestis biovar Orientalis str. India 195	India 195	ERIC (Enteropathogen Resource Integration Center)	1898	India	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. India 195	2013/11/15	2014/03/07
250		2403943	SAMN02403943		PRJNA30509	Yersinia pestis biovar Orientalis str. PEXU2	PEXU2	ERIC (Enteropathogen Resource Integration Center)	Unknown	Unknown					Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. PEXU2	2013/11/15	2014/03/07
251		2403944	SAMN02403944		PRJNA30511	Yersinia pestis Pestoides A	Pestoides A	ERIC (Enteropathogen Resource Integration Center)	<1984	USSR (Estimated Russia, Altai Mountains)						Generic sample from Yersinia pestis Pestoides A	2013/11/15	2014/03/07
252		2403946	SAMN02403946		PRJNA169908	Yersinia pestis INS	INS	Instituto Nacional de Salud	2010	Peru,  Trujillo				Homo sapiens		General Sample for Yersinia pestis INS	2013/11/15	2014/06/09
253		2404398	SAMN02404398		PRJNA16376	Yersinia pestis biovar Orientalis str. IP275	IP275	TIGR	1995	Madagascar	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. IP275	2013/11/15	2015/02/11
254		2404399	SAMN02404399		PRJNA17681	Yersinia pestis biovar Orientalis str. F1991016	F1991016	TIGR	1991	Yunnan, China	23.15	99.24		Rattus flavipectus	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. F1991016	2013/11/15	2014/03/07
255		2404400	SAMN02404400		PRJNA17683	Yersinia pestis biovar Antiqua str. E1979001	E1979001	TIGR	1979	Yunnan, China	26.53	99.88		Eothenomys miletus	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. E1979001	2013/11/15	2014/03/07
256		2404401	SAMN02404401		PRJNA17685	Yersinia pestis biovar Antiqua str. B42003004	B42003004	TIGR	2003	Xinjiang, China	44.95	81.08		Marmota baibacina	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. B42003004	2013/11/15	2014/03/07
257		2404402	SAMN02404402		PRJNA17687	Yersinia pestis biovar Mediaevalis str. K1973002	K1973002	TIGR	1973	China, Xinjiang				Marmota himalayana	medievalis	Generic sample from Yersinia pestis biovar Mediaevalis str. K1973002	2013/11/15	2014/03/07
258		2404403	SAMN02404403		PRJNA17689	Yersinia pestis biovar Orientalis str. MG05-1020	MG05-1020	TIGR	2005	Madagascar	NA	NA		Human	Orientalis	Generic sample from Yersinia pestis biovar Orientalis str. MG05-1020	2013/11/15	2014/03/07
259		2404404	SAMN02404404		PRJNA17691	Yersinia pestis biovar Antiqua str. UG05-0454	UG05-0454	TIGR	2004	Uganda	NA	NA		Human	Antiqua	Generic sample from Yersinia pestis biovar Antiqua str. UG05-0454	2013/11/15	2014/03/07
260		2404406	SAMN02404406		PRJNA16429	Yersinia pestis FV-1	FV-1	TGen	2001	USA: near Flagstaff, AZ						Generic sample from Yersinia pestis FV-1	2013/11/15	2014/03/07
261		2442692	SAMN02442692		PRJNA231474	Yersinia pestis	A120_LP05	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
262		2442693	SAMN02442693		PRJNA231474	Yersinia pestis	A120_LP05U	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
263		2442694	SAMN02442694		PRJNA231474	Yersinia pestis	A76_LP07	McMaster University	443-566	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
264		2442695	SAMN02442695		PRJNA231474	Yersinia pestis	A76_LP07U	McMaster University	443-566	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
265		2442696	SAMN02442696		PRJNA231474	Yersinia pestis	A120_LP12a	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
266		2442697	SAMN02442697		PRJNA231474	Yersinia pestis	A120_LP12b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
267		2442698	SAMN02442698		PRJNA231474	Yersinia pestis	A120_LP14a	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
268		2442699	SAMN02442699		PRJNA231474	Yersinia pestis	A120_LP14b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
269		2442700	SAMN02442700		PRJNA231474	Yersinia pestis	A120_LP15a	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
270		2442701	SAMN02442701		PRJNA231474	Yersinia pestis	A120_LP15b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
271		2442702	SAMN02442702		PRJNA231474	Yersinia pestis	A120_LP16a	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
272		2442703	SAMN02442703		PRJNA231474	Yersinia pestis	A120_LP16b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
273		2442704	SAMN02442704		PRJNA231474	Yersinia pestis	A120_LP17a	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
274		2442705	SAMN02442705		PRJNA231474	Yersinia pestis	A120_LP17b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
275		2442706	SAMN02442706		PRJNA231474	Yersinia pestis	A120_LP29	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
276		2442707	SAMN02442707		PRJNA231474	Yersinia pestis	A120_LP30	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
277		2442708	SAMN02442708		PRJNA231474	Yersinia pestis	A120_LP31	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
278		2442709	SAMN02442709		PRJNA231474	Yersinia pestis	A120_LP32	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
279		2442710	SAMN02442710		PRJNA231474	Yersinia pestis	A120_LP35	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
280		2442711	SAMN02442711		PRJNA231474	Yersinia pestis	A120_LP36	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
281		2442712	SAMN02442712		PRJNA231474	Yersinia pestis	A120_LP37	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
282		2442713	SAMN02442713		PRJNA231474	Yersinia pestis	A120_LP38	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
283		2442714	SAMN02442714		PRJNA231474	Yersinia pestis	A76_LP39	McMaster University	443-566	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
284		2442715	SAMN02442715		PRJNA231474	Yersinia pestis	A120_LP29b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
285		2442716	SAMN02442716		PRJNA231474	Yersinia pestis	A120_LP30b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
286		2442717	SAMN02442717		PRJNA231474	Yersinia pestis	A120_LP31b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
287		2442718	SAMN02442718		PRJNA231474	Yersinia pestis	A120_LP32b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
288		2442719	SAMN02442719		PRJNA231474	Yersinia pestis	A120_LP35b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
289		2442720	SAMN02442720		PRJNA231474	Yersinia pestis	A120_LP36b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
290		2442721	SAMN02442721		PRJNA231474	Yersinia pestis	A120_LP37b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
291		2442722	SAMN02442722		PRJNA231474	Yersinia pestis	A120_LP38b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
292		2442723	SAMN02442723		PRJNA231474	Yersinia pestis	A120_LP39b	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
293		2442724	SAMN02442724		PRJNA231474	Yersinia pestis	A120_LP49	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
294		2442725	SAMN02442725		PRJNA231474	Yersinia pestis	A120_LP51	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
295		2442726	SAMN02442726		PRJNA231474	Yersinia pestis	A120_LP53	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
296		2442727	SAMN02442727		PRJNA231474	Yersinia pestis	A120_LP55	McMaster University	435-631	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
297		2442728	SAMN02442728		PRJNA231474	Yersinia pestis	A76_LP57	McMaster University	443-566	Germany, Ascheim				Human		Generic sample from Yersinia pestis	2014/01/29	2014/01/29
298		2470613	SAMN02470613		PRJNA201413	Yersinia pestis S3	S3	NCBI	2002	India: Shimla				Homo sapiens		Sample from Yersinia pestis S3	2013/12/19	2015/05/18
299		2470616	SAMN02470616		PRJNA201408	Yersinia pestis 9	9	NCBI	2004	Qinghai, China	33.35	97.12		Human	Antiqua	Sample from Yersinia pestis 9	2013/12/19	2015/05/18
300		2470617	SAMN02470617		PRJNA201410	Yersinia pestis 113	113	NCBI	1994	India: Surat				Rattus rattus		Sample from Yersinia pestis 113	2013/12/19	2015/05/18
301		2470618	SAMN02470618		PRJNA201414	Yersinia pestis 24H	24H	NCBI	1998	India: Hosur				Tatera indica		Sample from Yersinia pestis 24H	2013/12/19	2015/05/18
302		2598369	SAMN02598369		PRJNA16645	Yersinia pestis Antiqua	Antiqua	NCBI	1965	Congo	NA	NA		Human	Antiqua	Sample from Yersinia pestis Antiqua	2014/01/28	2015/05/18
303		2598370	SAMN02598370		PRJNA16646	Yersinia pestis Nepal516	Nepal516	NCBI	1967	Nepal	NA	NA		Human	Antiqua	Sample from Yersinia pestis Nepal516	2014/01/28	2015/05/18
304		2598373	SAMN02598373		PRJNA16700	Yersinia pestis Pestoides F	Pestoides F	NCBI	<1984	USSR (Estimated: Dagestan)				Microtus arvalis	Microtus	Sample from Yersinia pestis Pestoides F	2014/01/28	2015/05/18
305		2598688	SAMN02598688		PRJNA234351	Yersinia pestis EV NIIEG	EV NIIEG	"Russian Research Anti-Plaque Institute ""Microbe"""	1941	Russia: Research Institute of Epidemiology and Hygiene						General Sample for Yersinia pestis	2014/01/28	2014/06/09
306		2602970	SAMN02602970		PRJNA10638	Yersinia pestis biovar Microtus str. 91001	91001	NCBI	1970	Inner Mongolia, China	44.03	114.97		Microtus brandti	Microtus	Sample from Yersinia pestis biovar Microtus str. 91001	2014/01/30	2015/05/18
307		2603222	SAMN02603222		PRJNA30505	Yersinia pestis biovar Medievalis str. Harbin 35	Harbin 35	NCBI	1940	China: Manchuria				Human	Medievalis	Sample from Yersinia pestis biovar Medievalis str. Harbin 35	2014/01/30	2015/05/18
308		2603531	SAMN02603531		PRJNA67155	Yersinia pestis A1122	A1122	NCBI	1939	California, USA				Squirrel		Sample from Yersinia pestis A1122	2014/01/30	2015/05/18
309		2603871	SAMN02603871		PRJNA36507	Yersinia pestis D106004	D106004	NCBI	2006	China: Yulong County				Apodemus chevrieri		Sample from Yersinia pestis D106004	2014/01/30	2015/05/18
310		2603872	SAMN02603872		PRJNA36545	Yersinia pestis D182038	D182038	NCBI	1982	China: Jianchuan County				Apodemus chevrieri		Sample from Yersinia pestis D182038	2014/01/30	2015/05/18
311		2603873	SAMN02603873		PRJNA36547	Yersinia pestis Z176003	Z176003	NCBI	1976	China: Naqu (Tibet) County				Marmota himalayana		Sample from Yersinia pestis Z176003	2014/01/30	2015/05/18
312		2604042	SAMN02604042		PRJNA16067	Yersinia pestis Angola	Angola	NCBI	<1984	Africa	NA	NA			Microtus	Sample from Yersinia pestis Angola	2014/01/30	2015/05/18
313		2604093	SAMN02604093		PRJNA288	Yersinia pestis KIM10+	KIM10+	NCBI	1961	Kurdistan	NA	NA		Human	Mediaevalis	Sample from Yersinia pestis KIM10+	2014/01/30	2015/05/18
317		2690730	SAMN02690730		PRJNA241466	Yersinia pestis	5001	BGI	1956	China, Xinghai				Flea, Marmot himalayana		Sample from Yersinia pestis	2014/03/19	2014/03/19
318		2690731	SAMN02690731		PRJNA241466	Yersinia pestis	5006	BGI	1960	China, Xinghai				Marmot himalayan		Sample from Yersinia pestis	2014/03/19	2014/03/19
319		2690732	SAMN02690732		PRJNA241466	Yersinia pestis	5008	BGI	1960	China, Xinghai				Marmot himalayan		Sample from Yersinia pestis	2014/03/19	2014/03/19
320		2690733	SAMN02690733		PRJNA241466	Yersinia pestis	090952a	BGI	2009	China, Xinghai				Human		Sample from Yersinia pestis	2014/03/19	2014/03/19
321		2690734	SAMN02690734		PRJNA241466	Yersinia pestis	090952b	BGI	2009	China, Xinghai				Human		Sample from Yersinia pestis	2014/03/19	2014/03/19
322		2690735	SAMN02690735		PRJNA241466	Yersinia pestis	90953	BGI	2009	China, Xinghai				Human		Sample from Yersinia pestis	2014/03/19	2014/03/19
323		2690736	SAMN02690736		PRJNA241466	Yersinia pestis	90954	BGI	2009	China, Xinghai				Human		Sample from Yersinia pestis	2014/03/19	2014/03/19
324		2690737	SAMN02690737		PRJNA241466	Yersinia pestis	90955	BGI	2009	China, Xinghai				Human		Sample from Yersinia pestis	2014/03/19	2014/03/19
325		2690738	SAMN02690738		PRJNA241466	Yersinia pestis	90958	BGI	2009	China, Xinghai				Canis familiaris		Sample from Yersinia pestis	2014/03/19	2014/03/19
326		2690739	SAMN02690739		PRJNA241466	Yersinia pestis	90959	BGI	2009	China, Xinghai				Canis familiaris		Sample from Yersinia pestis	2014/03/19	2014/03/19
327		2769635	SAMN02769635		PRJNA208246	Yersinia pestis 771	771	Los Alamos National Laboratory	1966	Dedophlistskaro, Georgia				Gerbil	Medievalis	Microbe sample from Yersinia pestis 771	2014/05/12	2014/11/06
328		2769655	SAMN02769655		PRJNA240100	Yersinia pestis	Harbin35	Los Alamos National Laboratory	1940	China: Manchuria					Medievalis	Microbe sample from Yersinia pestis	2014/05/12	2014/11/06
329		2769799	SAMN02769799		PRJNA208248	Yersinia pestis 790	790	Los Alamos National Laboratory	1961	Kyrgyzstan				Red marmot	Antiqua	Microbe sample from Yersinia pestis 790	2014/05/12	2014/11/06
330		2777961	SAMN02777961		PRJNA247716	Yersinia pestis subsp. pestis	231(708)	"Russian Research Antiplague Institute ""Microbe"""	1947	Kyrgyzstan						Microbe sample from Yersinia pestis subsp. pestis	2014/05/15	2014/11/06
334		2999506	SAMN02999506		PRJNA257008	Yersinia pestis subsp. pestis bv. Orientalis	ZE94-2122	MRIGlobal	1994	Zimbabwe			Missing	Homo sapiens	Orientalis	Yersinia pestis Str. ZE94-2122	2014/08/20	2016/03/07
335		3074081	SAMN03074081		PRJNA240104	Yersinia pestis	PBM19	Los Alamos National Laboratory	Unknown	Unknown						Microbe sample Yersinia pestis PBM19	2014/09/18	2015/08/19
336		3074123	SAMN03074123		PRJNA240102	Yersinia pestis A1122	A1122	Los Alamos National Laboratory	1939	California, USA				Squirrel	Orientalis	Microbe sample Yersinia pestis A1122	2014/09/18	2015/08/20
337		3120838	SAMN03120838		PRJNA239341	Yersinia pestis	Shasta	Los Alamos National Laboratory	1954	USA: California						Microbe sample Yersinia pestis Shasta	2014/10/20	2015/08/06
338		3121016	SAMN03121016		PRJNA239345	Yersinia pestis Pestoides F	Pestoides F	Los Alamos National Laboratory	<1984	USSR (Estimated: High mountainous Caucasus/Dagestan)				Microtus arvalis	Microtus	Microbe sample Yersinia pestis Pestoides F	2014/10/20	2015/08/06
339		3145064	SAMN03145064		PRJNA240085	Yersinia pestis	El Dorado	Los Alamos National Laboratory	2002	El Dorado, New Mexico, USA			Unknown	Human	O	Pathogen: Yersinia pestis El Dorado	2014/10/28	2015/08/07
342		3161124	SAMN03161124		PRJNA240106	Yersinia pestis	Dodson	Los Alamos National Laboratory	1967	USA: Tuba City, AZ				Human (male, 4.5 yrs)	O	Microbe sample Yersinia pestis Dodson	2014/11/04	2015/08/19
343		3174669	SAMN03174669		PRJNA240103	Yersinia pestis Antiqua	Antiqua	Los Alamos National Laboratory	1965	Congo	NA	NA		Human	Antiqua	Microbe sample Yersinia pestis Antiqua	2014/11/10	2015/08/20
344		3177051	SAMN03177051		PRJNA240101	Yersinia pestis Angola	Angola	Los Alamos National Laboratory	<1984	Africa	NA	NA			Microtus	Microbe sample Yersinia pestis Angola	2014/11/12	2015/08/10
345		3202985	SAMN03202985		PRJNA240082	Yersinia pestis Pestoides G	Pestoides G	Los Alamos National Laboratory	<1984	USSR (Estimated Southern Georgia/Eastern Armenia)						Microbe sample Yersinia pestis Pestoides G	2015/02/11	2016/03/15
346		3216587	SAMN03216587		PRJNA240107	Yersinia pestis	Java9	Los Alamos National Laboratory	unknown	Indonesia, Java						Microbe sample from Yersinia pestis	2015/02/11	2015/08/19
347		3216612	SAMN03216612		PRJNA240108	Yersinia pestis	Nicholisk 41	Los Alamos National Laboratory	2008	China: Manchuria						Microbe sample from Yersinia pestis	2015/02/11	2015/02/11
348		3218157	SAMN03218157		PRJNA240105	Yersinia pestis str. Pestoides B	Pestoides B	Los Alamos National Laboratory	<1984	USSR (Estimated Russia, Altai Mountains)						Microbe sample Yersinia pestis Pestoides B	2015/02/11	2015/08/21
349		3256395	SAMN03256395		PRJNA240084	Yersinia pestis	Nairobi	Los Alamos National Laboratory	1985	Kenya: Nairobi					A	Microbe sample Yersinia pestis Nairobi	2015/02/11	2016/03/15
350		3256423	SAMN03256423		PRJNA269675	Yersinia pestis subsp. microtus bv. Ulegeica	SCPM-O-B-6706	SRCAMB	1986	Gurvan Saikhan, Mongolia				missing		Yersinia pestis ssp. microtus bv. ulegeica	2014/12/10	2017/10/26
351		3256459	SAMN03256459		PRJNA269675	Yersinia pestis subsp. microtus bv. Ulegeica	SCPM-O-B-6906	SRCAMB	1974	Bukhen Ulsk, Mongolia				missing		Yersinia pestis ssp. microtus bv. ulegeica	2014/12/10	2017/10/26
352		3256461	SAMN03256461	SAMN04992971	PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7005	SRCAMB	2010	Dagestan				missing	Antiqua	Yersinia pestis ssp. microtus bv. caucasica	2014/12/10	2017/10/26
353		3256462	SAMN03256462	SAMN03839876	PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-7761	SRCAMB	1983	Leninakan, Armenia				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2014/12/10	2017/10/26
354	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	3262629	SAMN03262629		PRJNA269675	Yersinia pestis subsp. microtus bv. Caucasica	SCPM-O-B-6986	SRCAMB	1969	Armenia/Azerbaijan/Georgia				missing	Antiqua	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	2014/12/11	2017/10/26
355	POSSIBLE SECONDARY ACCESSION IN ASSEMBLY	3262632	SAMN03262632		PRJNA269675	Yersinia pestis subsp. pestis bv. Medievalis	SCPM-O-B-7283	SRCAMB	1971	Unknown				missing	Medievalis	Yersinia pestis ssp. pestis bv. medievalis	2014/12/11	2017/10/26
360		3418619	SAMN03418619		PRJNA257008	Yersinia pestis	125 B plague Bombay	MRIGlobal	<1920	India: Mumbai			Missing	Missing		Yersinia pestis Str. NR-20	2015/03/16	2016/03/07
