id	BioProject_id	BioProjectAccession	DataType	Description	MethodType	Name	TargetCapture	TargetMaterial	TargetScope	Title	Type	OrganismLabel	OrganismStrain	Supergroup	TaxonomicID	RegistrationDate	RelevanceMedical	SequencingStatus	SubmitterOrganization
154	64363	PRJNA64363	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-72	Whole	Genome	Monoisolate	Yersinia pestis PY-72 Genome sequencing project	Primary submission	None	PY-72	Bacteria	992168	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
155	64361	PRJNA64361	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-71	Whole	Genome	Monoisolate	Yersinia pestis PY-71 Genome sequencing project	Primary submission	None	PY-71	Bacteria	992167	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
156	64359	PRJNA64359	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-66	Whole	Genome	Monoisolate	Yersinia pestis PY-66 Genome sequencing project	Primary submission	None	PY-66	Bacteria	992166	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
157	64357	PRJNA64357	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-65	Whole	Genome	Monoisolate	Yersinia pestis PY-65 Genome sequencing project	Primary submission	None	PY-65	Bacteria	992165	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
158	64355	PRJNA64355	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-64	Whole	Genome	Monoisolate	Yersinia pestis PY-64 Genome sequencing project	Primary submission	None	PY-64	Bacteria	992164	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
159	64353	PRJNA64353	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-63	Whole	Genome	Monoisolate	Yersinia pestis PY-63 Genome sequencing project	Primary submission	None	PY-63	Bacteria	992163	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
160	64351	PRJNA64351	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-61	Whole	Genome	Monoisolate	Yersinia pestis PY-61 Genome sequencing project	Primary submission	None	PY-61	Bacteria	992162	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
161	64349	PRJNA64349	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-60	Whole	Genome	Monoisolate	Yersinia pestis PY-60 Genome sequencing project	Primary submission	None	PY-60	Bacteria	992161	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
162	64347	PRJNA64347	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-59	Whole	Genome	Monoisolate	Yersinia pestis PY-59 Genome sequencing project	Primary submission	None	PY-59	Bacteria	992160	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
163	64345	PRJNA64345	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-58	Whole	Genome	Monoisolate	Yersinia pestis PY-58 Genome sequencing project	Primary submission	None	PY-58	Bacteria	992159	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
164	64343	PRJNA64343	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-56	Whole	Genome	Monoisolate	Yersinia pestis PY-56 Genome sequencing project	Primary submission	None	PY-56	Bacteria	992158	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
165	64341	PRJNA64341	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-55	Whole	Genome	Monoisolate	Yersinia pestis PY-55 Genome sequencing project	Primary submission	None	PY-55	Bacteria	992157	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
166	64339	PRJNA64339	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-54	Whole	Genome	Monoisolate	Yersinia pestis PY-54 Genome sequencing project	Primary submission	None	PY-54	Bacteria	992156	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
167	64337	PRJNA64337	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-53	Whole	Genome	Monoisolate	Yersinia pestis PY-53 Genome sequencing project	Primary submission	None	PY-53	Bacteria	992155	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
168	64335	PRJNA64335	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-52	Whole	Genome	Monoisolate	Yersinia pestis PY-52 Genome sequencing project	Primary submission	None	PY-52	Bacteria	992154	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
169	64333	PRJNA64333	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-48	Whole	Genome	Monoisolate	Yersinia pestis PY-48 Genome sequencing project	Primary submission	None	PY-48	Bacteria	992153	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
170	64331	PRJNA64331	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-47	Whole	Genome	Monoisolate	Yersinia pestis PY-47 Genome sequencing project	Primary submission	None	PY-47	Bacteria	992152	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
171	64329	PRJNA64329	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-46	Whole	Genome	Monoisolate	Yersinia pestis PY-46 Genome sequencing project	Primary submission	None	PY-46	Bacteria	992151	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
172	64327	PRJNA64327	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-45	Whole	Genome	Monoisolate	Yersinia pestis PY-45 Genome sequencing project	Primary submission	None	PY-45	Bacteria	992150	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
173	64325	PRJNA64325	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-42	Whole	Genome	Monoisolate	Yersinia pestis PY-42 Genome sequencing project	Primary submission	None	PY-42	Bacteria	992149	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
174	64323	PRJNA64323	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-36	Whole	Genome	Monoisolate	Yersinia pestis PY-36 Genome sequencing project	Primary submission	None	PY-36	Bacteria	992148	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
175	64321	PRJNA64321	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-34	Whole	Genome	Monoisolate	Yersinia pestis PY-34 Genome sequencing project	Primary submission	None	PY-34	Bacteria	992147	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
176	64319	PRJNA64319	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-32	Whole	Genome	Monoisolate	Yersinia pestis PY-32 Genome sequencing project	Primary submission	None	PY-32	Bacteria	992146	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
177	64317	PRJNA64317	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-29	Whole	Genome	Monoisolate	Yersinia pestis PY-29 Genome sequencing project	Primary submission	None	PY-29	Bacteria	992145	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
178	64315	PRJNA64315	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-25	Whole	Genome	Monoisolate	Yersinia pestis PY-25 Genome sequencing project	Primary submission	None	PY-25	Bacteria	992144	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
179	64313	PRJNA64313	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-19	Whole	Genome	Monoisolate	Yersinia pestis PY-19 Genome sequencing project	Primary submission	None	PY-19	Bacteria	992143	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
180	64311	PRJNA64311	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-16	Whole	Genome	Monoisolate	Yersinia pestis PY-16 Genome sequencing project	Primary submission	None	PY-16	Bacteria	992142	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
181	64309	PRJNA64309	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-15	Whole	Genome	Monoisolate	Yersinia pestis PY-15 Genome sequencing project	Primary submission	None	PY-15	Bacteria	992141	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
182	64307	PRJNA64307	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-14	Whole	Genome	Monoisolate	Yersinia pestis PY-14 Genome sequencing project	Primary submission	None	PY-14	Bacteria	992140	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
183	64305	PRJNA64305	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-13	Whole	Genome	Monoisolate	Yersinia pestis PY-13 Genome sequencing project	Primary submission	None	PY-13	Bacteria	992139	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
184	64303	PRJNA64303	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-12	Whole	Genome	Monoisolate	Yersinia pestis PY-12 Genome sequencing project	Primary submission	None	PY-12	Bacteria	992138	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
185	64301	PRJNA64301	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-11	Whole	Genome	Monoisolate	Yersinia pestis PY-11 Genome sequencing project	Primary submission	None	PY-11	Bacteria	992137	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
186	64299	PRJNA64299	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-10	Whole	Genome	Monoisolate	Yersinia pestis PY-10 Genome sequencing project	Primary submission	None	PY-10	Bacteria	992136	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
187	64297	PRJNA64297	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-09	Whole	Genome	Monoisolate	Yersinia pestis PY-09 Genome sequencing project	Primary submission	None	PY-09	Bacteria	992135	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
188	64295	PRJNA64295	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-08	Whole	Genome	Monoisolate	Yersinia pestis PY-08 Genome sequencing project	Primary submission	None	PY-08	Bacteria	992134	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
189	64293	PRJNA64293	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-07	Whole	Genome	Monoisolate	Yersinia pestis PY-07 Genome sequencing project	Primary submission	None	PY-07	Bacteria	992133	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
190	64291	PRJNA64291	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-06	Whole	Genome	Monoisolate	Yersinia pestis PY-06 Genome sequencing project	Primary submission	None	PY-06	Bacteria	992132	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
191	64289	PRJNA64289	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-05	Whole	Genome	Monoisolate	Yersinia pestis PY-05 Genome sequencing project	Primary submission	None	PY-05	Bacteria	992131	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
192	64287	PRJNA64287	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-04	Whole	Genome	Monoisolate	Yersinia pestis PY-04 Genome sequencing project	Primary submission	None	PY-04	Bacteria	992130	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
193	64285	PRJNA64285	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-03	Whole	Genome	Monoisolate	Yersinia pestis PY-03 Genome sequencing project	Primary submission	None	PY-03	Bacteria	992129	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
194	64283	PRJNA64283	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-02	Whole	Genome	Monoisolate	Yersinia pestis PY-02 Genome sequencing project	Primary submission	None	PY-02	Bacteria	992128	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
195	64281	PRJNA64281	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-01	Whole	Genome	Monoisolate	Yersinia pestis PY-01 Genome sequencing project	Primary submission	None	PY-01	Bacteria	992127	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences
196	57621	PRJNA57621	RefSeq Genome	  Yersinia pestis strain CO92. This strain is a recent Orientalis subtype isolated in the USA from a patient who died of pneumonic plague after acquiring the disease from an infected cat. This strain is 50 Kbp larger than the Yersinia pestis KIM10+ genome due to numerous insertions.    	Other	Yersinia pestis CO92	Whole	Genome	Monoisolate	Yersinia pestis CO92 RefSeq Genome	Primary submission	None	CO92	Bacteria	214092	2010/10/21 00:00	None	Complete	NCBI
197	47685	PRJNA47685	Genome sequencing and assembly	This is a population analysis project of Yersinia pestis. A total of 118 strains were sequenced.The strains were provided by the Qinghai Institute for Endemic Diseases Prevention and Control, Xinjiang Center for Disease Control and Prevention, Yunnan Institute for Epidemic Diseases Control and Research, Chinese Academy of Inspection and Quarantine, and Max von Pettenkofer Institute Germany.    -------------------------------------------- tax_id Organism name -------------------------------------------- 665028 Yersinia pestis EV76 755858 Yersinia pestis 112001 755859 Yersinia pestis 12 755860 Yersinia pestis 142 755861 Yersinia pestis 164 755862 Yersinia pestis 2330 755863 Yersinia pestis 2504 755864 Yersinia pestis 2506 755865 Yersinia pestis 2654 755866 Yersinia pestis 2 755867 Yersinia pestis 30017 755868 Yersinia pestis 320 755869 Yersinia pestis 34008 755870 Yersinia pestis 34202 755871 Yersinia pestis 351001 755872 Yersinia pestis 372007 755873 Yersinia pestis 375002 755874 Yersinia pestis 41025 755875 Yersinia pestis 42013 755876 Yersinia pestis 42082 755877 Yersinia pestis 42091 755878 Yersinia pestis 42095 755879 Yersinia pestis 52008 755880 Yersinia pestis 5 755881 Yersinia pestis 620024 755882 Yersinia pestis 640038 755883 Yersinia pestis 71011 755884 Yersinia pestis 71021 755885 Yersinia pestis 710317 755886 Yersinia pestis 7338 755887 Yersinia pestis 77011 755888 Yersinia pestis 780441 755889 Yersinia pestis 7 755890 Yersinia pestis 80075 755891 Yersinia pestis 890658 755892 Yersinia pestis 910706 755893 Yersinia pestis 91 755894 Yersinia pestis 945 755895 Yersinia pestis 970754 755896 Yersinia pestis 9 755897 Yersinia pestis CMCC010807 755898 Yersinia pestis CMCC02041 755899 Yersinia pestis CMCC03001 755900 Yersinia pestis CMCC05009 755901 Yersinia pestis CMCC05013 755902 Yersinia pestis CMCC10012 755903 Yersinia pestis CMCC104003 755904 Yersinia pestis CMCC106002 755905 Yersinia pestis CMCC107004 755906 Yersinia pestis CMCC11001 755907 Yersinia pestis CMCC113001 755908 Yersinia pestis CMCC114001 755909 Yersinia pestis CMCC12003 755910 Yersinia pestis CMCC120058 755911 Yersinia pestis CMCC12009 755912 Yersinia pestis CMCC124026 755913 Yersinia pestis CMCC125002 755914 Yersinia pestis CMCC128001 755915 Yersinia pestis CMCC15017 755916 Yersinia pestis CMCC160032 755917 Yersinia pestis CMCC18019 755918 Yersinia pestis CMCC21106 755919 Yersinia pestis CMCC27002 755920 Yersinia pestis CMCC31004 755921 Yersinia pestis CMCC347001 755922 Yersinia pestis CMCC348002 755923 Yersinia pestis CMCC38001 755924 Yersinia pestis CMCC41001 755925 Yersinia pestis CMCC42007 755926 Yersinia pestis CMCC43032 755927 Yersinia pestis CMCC46501 755928 Yersinia pestis CMCC47004 755929 Yersinia pestis CMCC49003 755930 Yersinia pestis CMCC51020 755931 Yersinia pestis CMCC58010 755932 Yersinia pestis CMCC64001 755933 Yersinia pestis CMCC640047 755934 Yersinia pestis CMCC67001 755935 Yersinia pestis CMCC71001 755936 Yersinia pestis CMCC74008 755937 Yersinia pestis CMCC82010 755938 Yersinia pestis CMCC8211 755939 Yersinia pestis CMCC84018 755940 Yersinia pestis CMCC84033 755941 Yersinia pestis CMCC84038 755942 Yersinia pestis CMCC84046 755943 Yersinia pestis CMCC87001 755944 Yersinia pestis CMCC90027 755945 Yersinia pestis CMCC91090 755946 Yersinia pestis CMCC92004 755947 Yersinia pestis CMCC92010 755948 Yersinia pestis CMCC93014 755949 Yersinia pestis CMCC95001 755950 Yersinia pestis CMCC96001 755951 Yersinia pestis CMCC96007 755952 Yersinia pestis CMCC99082 755953 Yersinia pestis CMCC99103 755954 Yersinia pestis CMCCK100001 755955 Yersinia pestis CMCCK110001 755956 Yersinia pestis CMCCN010025 755957 Yersinia pestis G8786 755958 Yersinia pestis I160001 755959 Yersinia pestis MGJZ11 755960 Yersinia pestis MGJZ12 755961 Yersinia pestis MGJZ3 755962 Yersinia pestis MGJZ6 755963 Yersinia pestis MGJZ7 755964 Yersinia pestis MGJZ9 755965 Yersinia pestis SHAN11 755966 Yersinia pestis SHAN12 755967 Yersinia pestis YN1065 755968 Yersinia pestis YN1683 755969 Yersinia pestis YN2179 755970 Yersinia pestis YN2551 755971 Yersinia pestis YN2588 755972 Yersinia pestis YN472 755973 Yersinia pestis YN663 755974 Yersinia pestis YN802 --------------------------------------------  	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Denovo sequencing of 118 Yersinia pestis strains	Primary submission	None	None	Bacteria	632	2012/12/07 00:00	None	Scaffolds	Beijing Genomics Institute
198	41469	PRJNA41469	Genome sequencing and assembly	  Yersinia pestis KIM D27.  Chromosomal DNA from Yersinia pestis KIM D27 isolate from the lab of Dr. Olaf Schneewind of the University of Chicago.  This work was supported by the National Institute of Allergy and Infectious Diseases (NIAID), Genome Sequencing Centers for Infectious Diseases (GSCID) program.  Yersinia pestis KIM D27 is an avirulent, commonly used lab strain generated from Yersinia pestis KIM10.  This sequence will permit improved genetic studies of Yersinia pestis.	Sequencing	Yersinia pestis KIM D27	Whole	Genome	Monoisolate	Yersinia pestis KIM D27 genome sequencing project	Primary submission	None	None	Bacteria	687916	2009/12/08 00:00	None	Scaffolds	J. Craig Venter Institute
199	38409	PRJNA38409	Genome sequencing and assembly	Yersinia pestis G1670. This strain is a representative of a collection of atypical rhamnose-fermenting strains isolated from the Republic of Georgia. The genome of this organism is being sequenced as part of a comparative genomic and virulence study.	Sequencing	Yersinia pestis G1670E	Whole	Genome	Monoisolate	Yersinia pestis G1670E Genome sequencing and assembly	Primary submission	None	G1670E	Bacteria	1325475	2013/04/25 00:00	None	Contigs	University of Florida
200	38305	PRJNA38305	Genome sequencing and assembly	Yersinia pestis G3768. This strain is representative of a collection of atypical, rhamnose-fermenting strains isolated from the Republic of Georgia.  The genome of this organism is being sequenced for a comparative genomics project.	Sequencing	Yersinia pestis G3768	Whole	Genome	Monoisolate	Yersinia pestis G3768 genome sequencing project	Primary submission	None	G3768	Bacteria	649715	2013/04/25 00:00	None	Contigs	US Army Edgewood Chemical Biological Center
201	36547	PRJNA36547	Genome sequencing	Yersinia pestis Z176003.  This strain belongs to Antiqua biovar of Yersinia pestis. It was isolated from a dead marmot in Tibet Autonomous Region, China. 	Sequencing	Yersinia pestis Z176003	Whole	Genome	Monoisolate	Yersinia pestis Z176003 genome sequencing	Primary submission	None	Z176003	Bacteria	637386	2010/04/08 00:00	None	Complete	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention
202	36545	PRJNA36545	Genome sequencing	Yersinia pestis D182038. This strain belongs to Antiqua biovar of Yersinia pestis. It was isolated from Apodemus chevrieri (Chevriers field mouse) in Yunnan province, China. 	Sequencing	Yersinia pestis D182038	Whole	Genome	Monoisolate	Yersinia pestis D182038 genome sequencing	Primary submission	None	D182038	Bacteria	637385	2009/11/04 00:00	None	Complete	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention
203	36507	PRJNA36507	Genome sequencing	  Yersinia pestis D106004.  Strain D106004 was isolated from a new plague focus in Yulong County, China, in 2006.  This strain will be used for comparative genome analysis.	Sequencing	Yersinia pestis D106004	Whole	Genome	Monoisolate	Yersinia pestis D106004 genome sequencing	Primary submission	None	D106004	Bacteria	637382	2009/11/04 00:00	None	Complete	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention
204	30511	PRJNA30511	Genome sequencing and assembly	  Yersinia pestis Pestoides A.    Pestoides A is an atypical enzootic or nonepidemic pestoides variant of   Yersinia pestis probably acquired by the US from the USSR in the 1960s or 1970s.  The strain is closely related to Pestoides B-D and likely these strains are   sub-species altaica according to Anisimov et al. (2007), versus the sequenced   Pestoides F strain which is subspecies caucasica.  These atypical Y. pestis variants are considered important for understanding the evolution of acute virulence because they share characteristics of close relative Yersinia   enterocolitica, a nonlethal enteric pathogen.  	Sequencing	Yersinia pestis Pestoides A	Whole	Genome	Monoisolate	An atypical enzootic variant	Primary submission	None	None	Bacteria	545431	2009/05/08 00:00	None	Scaffolds	ERIC (Enteropathogen Resource Integration Center)
205	30509	PRJNA30509	Genome sequencing and assembly	Yersinia pestis biovar Orientalis str. PEXU2. Yersinia pestis biovar Orientalis str. PEXU2 lacks the Low-Calcium-Response plasmid (pLcr/pCD) found in most Yersinia pestis isolates and will be used for comparative analysis.	Sequencing	Yersinia pestis biovar Orientalis str. PEXU2	Whole	Genome	Monoisolate	Biovar Orientalis strain for comparative analysis	Primary submission	None	PEXU2	Bacteria	547046	2009/05/08 00:00	None	Scaffolds	Enteropathogen Resource Integration Center (ERIC)
206	30507	PRJNA30507	Genome sequencing and assembly	  Yersinia pestis biovar Orientalis str. India 195.  This strain was isolated in India and is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Orientalis str. India 195	Whole	Genome	Monoisolate	Strain from India	Primary submission	None	India 195	Bacteria	547047	2009/05/08 00:00	None	Scaffolds	ERIC (Enteropathogen Resource Integration Center)
207	30505	PRJNA30505	Genome sequencing	  Yersinia pestis biovar Medievalis str. Harbin 35.  This strain is a human isolate from China and is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Medievalis str. Harbin 35	Whole	Genome	Monoisolate	Virulent human isolate	Primary submission	None	Harbin 35	Bacteria	547048	2011/01/25 00:00	None	Complete	ERIC (Enteropathogen Resource Integration Center)
208	30503	PRJNA30503	Genome sequencing and assembly	  Yersinia pestis Nepal516.  This strain, isolated from a soil sample from Nepal, is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis Nepal516	Whole	Genome	Monoisolate	Strain of the causative agent of plague isolated from a soil sample from Nepal	Primary submission	None	Nepal516	Bacteria	377628	2009/05/08 00:00	None	Scaffolds	ERIC (Enteropathogen Resource Integration Center)
209	18241	PRJNA18241	Genome sequencing and assembly	  Yersinia pestis CA88-4125. The CA88-4125 strain of Yersinia pestis is of great interest as it was originally isolated in Monterey County, California. This area is very close to San Francisco, where Y. pestis is first thought to have become established in native populations of rodents. Subsequent spread of plague to the rest of the western United States probably originated from this region. As such, comparisons of this strain to other North American Y. pestis strains should provide interesting insights into how Y. pestis mutated as it spread across the western United States.	Sequencing	Yersinia pestis CA88-4125	Whole	Genome	Monoisolate	Causes plague	Primary submission	None	CA88-4125	Bacteria	412420	2007/06/21 00:00	None	Scaffolds	ERIC
210	17691	PRJNA17691	Genome sequencing and assembly	  Yersinia pestis biovar Antiqua str. UG05-045. Yersinia pestis biovar Antiqua str. UG05-045 was isolated from a bubo aspirate from a 10 year old female patient. The culture was confirmed at the CDC central laboratory in Arua, Uganda. The isolate is positive for anti-F1 direct fluorescent antibody and was lysed by Y. pestis-specific bacteriophage. UG05-0454 is sensitive to chloramphenicol, trimethoprim/sulfamethoxazole, ciprofloxacin, gentamicin, streptomycin, and doxycycline. Virulence studies showed that 3.21 x 103 cfu killed mice within four days. This organism is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Antiqua str. UG05-0454	Whole	Genome	Monoisolate	Antiqua biovar of the causative agent of plague	Primary submission	None	UG05-0454	Bacteria	404218	2007/03/26 00:00	None	Contigs	TIGR
211	17689	PRJNA17689	Genome sequencing and assembly	  Yersinia pestis biovar Orientalis str. MG05-1020.  Yersinia pestis biovar Orientalis str. MG05-1020 was isolated from pus collected from a blister on the abdomen of an 8 year old male patient (infection is presumed to have occurred at the site of the flea bite). The culture was confirmed at Chapa Hospital in Antananarivo, Madagascar. The isolate is positive for anti-F1 direct fluorescent antibody and was lysed by Y. pestis-specific bacteriophage. MG05-1020 is sensitive to chloramphenicol, trimethoprim/sulfamethoxazole, ciprofloxacin, gentamicin, streptomycin, and doxycycline. Virulence studies showed that 3.36 x 103 cfu killed mice within four days. This organism is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Orientalis str. MG05-1020	Whole	Genome	Monoisolate	Orientalis biovar of the causative agent of plague	Primary submission	None	MG05-1020	Bacteria	404217	2007/03/26 00:00	None	Contigs	TIGR
212	17687	PRJNA17687	Genome sequencing and assembly	  Yersinia pestis biovar Mediaevalis str. K1973002. Yersinia pestis biovar Mediaevalis str. K1973002 is a Mediaevalis genomovar 11 strain. This organism was isolated from the Himalayan marmot, Marmota himalaya, by Chinese plague experts during daily surveillance in Hetian county, Xinjiang, Peoples Republic of China. Yersinia pestis biovar Mediaevalis str. K1973002 is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Mediaevalis str. K1973002	Whole	Genome	Monoisolate	Mediaevalis biovar of the causative agent of plague	Primary submission	None	K1973002	Bacteria	404216	2007/03/26 00:00	None	Contigs	TIGR
213	17685	PRJNA17685	Genome sequencing and assembly	  Yersinia pestis biovar Antiqua str. B4200300. Yersinia pestis biovar Antiqua str. B4200300 is an Antiqua genomovar 1 strain. This organism was isolated from the gray marmot, Marmota baibacina, by Chinese plague experts during daily surveillance in Wenquan, Xinjiang, Peoples Republic of China. Yersinia pestis biovar Antiqua str. B4200300 is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Antiqua str. B42003004	Whole	Genome	Monoisolate	Antiqua biovar of the causative agent of plague	Primary submission	None	B42003004	Bacteria	404215	2007/03/26 00:00	None	Contigs	TIGR
214	17683	PRJNA17683	Genome sequencing and assembly	  Yersinia pestis biovar Antiqua str. E1979001. Yersinia pestis biovar Antiqua str. E1979001 is a Antiqua genomovar 7 strain. This organism was isolated from the oriental vole, Eothenomys miletus, by Chinese plague experts during daily surveillance in Jianchuan county, Yunnan province, Peoples Republic of China. Yersinia pestis biovar Antiqua str. E1979001 is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis biovar Antiqua str. E1979001	Whole	Genome	Monoisolate	Antiqua biovar of the causative agent of plague	Primary submission	None	E1979001	Bacteria	360099	2007/03/26 00:00	None	Contigs	TIGR
215	17681	PRJNA17681	Genome sequencing and assembly	  Yersinia pestis Orientalis str. F1991016. Yersinia pestis Orientalis str. F1991016 is a Orientalis genomovar 9 strain and was isolated from Rattus flavipectus by Chinese plague experts during daily surveillance in Cangyuan county, Yunnan province, Peoples Republic of China. This organism is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world. 	Sequencing	Yersinia pestis biovar Orientalis str. F1991016	Whole	Genome	Monoisolate	Orientalis biovar of the causative agent of plague	Primary submission	None	F1991016	Bacteria	404214	2007/05/16 00:00	None	Contigs	TIGR
216	16700	PRJNA16700	Genome sequencing	  Yersinia pestis Pestoides F.  This strain lacks a plasminogen activator and is virulent by the aerosol route. The genome of this organism is being sequenced for a comparative genomics project.	Sequencing	Yersinia pestis Pestoides F	Whole	Genome	Monoisolate	This strain lacks a plasminogen activator and is virulent by the aerosol route	Primary submission	None	Pestoides F	Bacteria	386656	2007/04/13 00:00	None	Complete	US DOE Joint Genome Institute
217	16646	PRJNA16646	Genome sequencing	  Yersinia pestis Nepal516.  This strain, isolated from a soil sample from Nepal, is being sequenced for comparative genome analysis of Yersinia pestis strains isolated from different parts of the world.	Sequencing	Yersinia pestis Nepal516	Whole	Genome	Monoisolate	Strain of the causative agent of plague isolated from a soil sample from Nepal	Primary submission	None	Nepal516	Bacteria	377628	2006/06/09 00:00	None	Complete	DOE Joint Genome Institute
