id	SRA_id	BioProjectAccession	BioSampleAccession	ExperimentAccession	RunAccession	SampleAccession	ExperimentName	ExperimentStatus	ExperimentVersion	IsPublic	SampleName	StaticDataAvailable	StudyAcc	StudName	Title	OrganismName	OrganismTaxID	ClusterName	InstrumentModel	LibraryName	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Platform	TotalBases	TotalSize	TotalSpots	TotalRuns	CreateDate	UpdateDate	CenterName	ContactName	LabName	SubmitterAccession
319	407322	PRJNA205233	Lung	SRX287487	SRR1013704	SRS430174	sRNA sequencing in Yersinia pestis - lung	public	4	true		true	SRP023334	Yersinia pestis subsp. microtus Transcriptome or Gene expression	sRNA sequencing in Yersinia pestis - lung	None	632	public	Illumina Genome Analyzer	None	PAIRED	size fractionation	TRANSCRIPTOMIC	RNA-Seq	ILLUMINA	6582281302	4195162776	32585551	1	2015/07/22	2014/10/17	Beijing Institute of Microbiology and Epidemiology	Yanping Han	State Key Laboratory of Pathogen and Biosecurity	SRA082012
320	407317	PRJNA205233	BHI	SRX287482	SRR1013703	SRS430170	sRNA sequencing in Yersinia pestis - BHI	public	12	true		true	SRP023334	Yersinia pestis subsp. microtus Transcriptome or Gene expression	sRNA sequencing in Yersinia pestis - BHI	None	632	public	Illumina Genome Analyzer	None	PAIRED	size fractionation	TRANSCRIPTOMIC	RNA-Seq	ILLUMINA	7003473724	4493354143	34670662	1	2015/07/22	2014/10/17	Beijing Institute of Microbiology and Epidemiology	Yanping Han	State Key Laboratory of Pathogen and Biosecurity	SRA082012
321	28391	PRJEB2029	SAMEA715985	ERX002230	ERR007665	ERS001372		public	7	true		true	ERP000083	The Yersinia pestis strain IP674 genome	Whole Genome Sequencing of Yersinia pestis biovar Orientalis str. IP674	None	696370	public	454 GS 20	YPIP674	SINGLE	RANDOM	GENOMIC	WGS	LS454	89322204	217220335	803339	7	2010/08/02	2014/08/12	SC			ERA000177
322	911629	PRJNA254747	SAMN02905649	SRX651932	SRR1514287	SRS659643	Illumina Sequencing of Yersinia pestis EV76 irradiated cells	public	1	true		true	SRP044295	Yersinia pestis EV76-CN Genome sequencing	Illumina Sequencing of Yersinia pestis EV76 irradiated cells	None	632	public	Illumina HiSeq 2000	None	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	16640968400	12302567057	83204842	1	2015/07/11	2014/07/14	ECBC	Jessica Hill		SRA175083
323	911628	PRJNA254747	SAMN02905648	SRX651931	SRR1514286	SRS659642	Illumina Sequencing of Yersinia pestis EV76 control cells	public	1	true		true	SRP044295	Yersinia pestis EV76-CN Genome sequencing	Illumina Sequencing of Yersinia pestis EV76 control cells	None	632	public	Illumina HiSeq 2000	None	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	7536467800	5406916203	37682339	1	2015/07/11	2014/07/14	ECBC	Jessica Hill		SRA175083
324	788449	PRJNA208248	SAMN02769799	SRX551483	SRR1297151	SRS605683	Illumina std data for Burkholderia Yersinia pestis 790 GW	public	2	true		true	SRP041891	Yersinia pestis 790 Genome sequencing	Illumina std data for Burkholderia Yersinia pestis 790 GW	None	1345701	public	Illumina Genome Analyzer IIx	C48P3ACXX	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	3353223230	2324398634	16600115	1	2014/06/10	2014/06/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163477
325	788447	PRJNA208246	SAMN02769635	SRX551481	SRR1297147	SRS605686	Illumina std data for Yersinia pestis 771 GW	public	2	true		true	SRP041892	Yersinia pestis 771 Genome sequencing	Illumina std data for Yersinia pestis 771 GW	None	1345699	public	Illumina HiSeq 2000	AYA_A7M37_ilmnSI_GCCAAT	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	2834794876	1964414091	14033638	1	2014/05/23	2014/05/23	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163479
326	773757	PRJNA208246	SAMN02769635	SRX542240	SRR1286099	SRS605686	Illumina std data for Yersinia pestis 771	public	1	true		true	SRP041892	Yersinia pestis 771 Genome sequencing	Illumina std data for Yersinia pestis 771	None	1345699	public	Illumina HiSeq 2000	AYA_A7M37_ilmnSI_GCCAAT	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	2303281520	1198340864	7626760	1	2014/05/15	2014/05/14	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163479
327	770558	PRJNA208248	SAMN02769799	SRX540676	SRR1283865	SRS605683	Illumina std data for Yersinia pestis 790	public	3	true		true	SRP041891	Yersinia pestis 790 Genome sequencing	Illumina std data for Yersinia pestis 790	None	1345701	public	Illumina Genome Analyzer IIx	FKY_A7M37_ilmnSI_CTTGTA	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	2328674284	1204284074	7710842	1	2014/05/15	2014/05/13	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163477
328	770648	PRJNA240100	SAMN02769655	SRX540766	SRR1283953	SRS605759	PacBio RS data for Yersinia pestis Harbin 35	public	1	true		true	SRP041901	Yersinia pestis strain:Harbin35 Genome sequencing	PacBio RS data for Yersinia pestis Harbin 35	None	632	public	PacBio RS	017800	SINGLE	size fractionation	GENOMIC	WGS	PACBIO_SMRT	787718333	557830719	199916	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163492
329	770646	PRJNA240100	SAMN02769655	SRX540764	SRR1283952	SRS605759	Illumina std data for Yersinia pestis Harbin 35	public	1	true		true	SRP041901	Yersinia pestis strain:Harbin35 Genome sequencing	Illumina std data for Yersinia pestis Harbin 35	None	632	public	Illumina HiSeq 2000	YPW_1_illum	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	4881794280	3311001494	22189974	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163492
330	770645	PRJNA240100	SAMN02769655	SRX540763	SRR1283951	SRS605759	Long insert paired end 454 data for Yersinia pestis Harbin35	public	1	true		true	SRP041901	Yersinia pestis strain:Harbin35 Genome sequencing	Long insert paired end 454 data for Yersinia pestis Harbin35	None	632	public	454 GS FLX Titanium	YPW_1	PAIRED	size fractionation	GENOMIC	WGS	LS454	84272684	223432006	214525	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163492
331	770563	PRJNA208246	SAMN02769635	SRX540681	SRR1283870	SRS605686	WGS 454 data for Yersinia pestis 771	public	1	true		true	SRP041892	Yersinia pestis 771 Genome sequencing	WGS 454 data for Yersinia pestis 771	None	1345699	public	454 GS FLX Titanium	AYAZ	SINGLE	size fractionation	GENOMIC	WGS	LS454	108261742	253299410	203719	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163479
332	770562	PRJNA208246	SAMN02769635	SRX540680	SRR1283869	SRS605686	Long insert paired end 454 data for Yersinia pestis 771	public	1	true		true	SRP041892	Yersinia pestis 771 Genome sequencing	Long insert paired end 454 data for Yersinia pestis 771	None	1345699	public	454 GS FLX Titanium	AYAA	PAIRED	size fractionation	GENOMIC	WGS	LS454	16765983	45957720	43721	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163479
333	770561	PRJNA208246	SAMN02769635	SRX540679	SRR1283867	SRS605686	Long insert paired end 454 data for Yersinia pestis 771	public	1	true		true	SRP041892	Yersinia pestis 771 Genome sequencing	Long insert paired end 454 data for Yersinia pestis 771	None	1345699	public	454 GS FLX Titanium	AYAB	PAIRED	size fractionation	GENOMIC	WGS	LS454	11281733	47482667	74188	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163479
334	770557	PRJNA208248	SAMN02769799	SRX540675	SRR1283863	SRS605683	Long insert paired end 454 data for Yersinia pestis 790	public	1	true		true	SRP041891	Yersinia pestis 790 Genome sequencing	Long insert paired end 454 data for Yersinia pestis 790	None	1345701	public	454 GS FLX Titanium	ABCD	PAIRED	size fractionation	GENOMIC	WGS	LS454	18300214	50850217	47261	1	2014/05/15	2014/05/12	Los Alamos National Laboratory	Shannon Johnson	Genome Science Group B6	SRA163477
335	684497	PRJNA241466	SAMN02690739	SRX494400	SRR1197931	SRS576855	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKHDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	533376016	378636056	3603892	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
336	684496	PRJNA241466	SAMN02690738	SRX494399	SRR1197930	SRS576854	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKGDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	826493568	586413406	5584416	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
337	684495	PRJNA241466	SAMN02690737	SRX494398	SRR1197929	SRS576853	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKFDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	921389244	651446213	6225603	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
338	684494	PRJNA241466	SAMN02690736	SRX494397	SRR1197928	SRS576852	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKEDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	590720984	417952917	3991358	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
339	684493	PRJNA241466	SAMN02690735	SRX494396	SRR1197927	SRS576851	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKDDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	611310300	433804131	4130475	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
340	684492	PRJNA241466	SAMN02690734	SRX494395	SRR1197926	SRS576850	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKCDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	622615872	440550309	4206864	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
341	684491	PRJNA241466	SAMN02690733	SRX494394	SRR1197925	SRS576849	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKBDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	735332080	522228104	4968460	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
342	684490	PRJNA241466	SAMN02690732	SRX494393	SRR1197924	SRS576848	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDKADIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	805782300	570843362	5444475	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
343	684489	PRJNA241466	SAMN02690731	SRX494392	SRR1197923	SRS576847	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDJZDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	852106004	604656091	5757473	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
344	684488	PRJNA241466	SAMN02690730	SRX494391	SRR1197922	SRS576846	Qinghai primary pnuemonic plague	public	1	true	Yersinia pestis	true	SRP040261	Yersinia pestis Genome sequencing	Qinghai primary pnuemonic plague	Yersinia pestis	632	public	Illumina Genome Analyzer II	PESygvDJYDIAAPEI	PAIRED	other	GENOMIC	OTHER	ILLUMINA	780168384	553669898	5271408	1	2015/07/22	2014/03/18	BGI	Dongfang Li	BGI	SRA010093
345	673639	PRJNA240677	SAMN02678312	SRX483566	SRR1186234	SRS567887	Y. pestis insertion library: replicate in vitro sample	public	6	true		true	SRP039593	Yersinia pestis KIM1001 Tn-seq	Y. pestis insertion library: replicate in vitro sample	None	632	public	Illumina HiSeq 2000	None	SINGLE	PCR	GENOMIC	Tn-Seq	ILLUMINA	1042622800	635744568	10426228	1	2014/07/22	2014/03/11	University of Massachusetts Medical School	Samantha Palace		SRA144570
346	673501	PRJNA240677	SAMN02678311	SRX483428	SRR1186123	SRS567871	Y. pestis insertion library: reference in vitro sample	public	3	true		true	SRP039593	Yersinia pestis KIM1001 Tn-seq	Y. pestis insertion library: reference in vitro sample	None	632	public	Illumina HiSeq 2000	None	SINGLE	PCR	GENOMIC	Tn-Seq	ILLUMINA	1903460300	1131493377	19034603	1	2014/07/22	2014/03/11	University of Massachusetts Medical School	Samantha Palace		SRA144570
347	673648	PRJNA240677	SAMN02678313	SRX483575	SRR1186235	SRS567896	Y. pestis insertion library: in vivo sample recovered from C57BL/6 spleens 40 hours after intravenous infection	public	2	true		true	SRP039593	Yersinia pestis KIM1001 Tn-seq	Y. pestis insertion library: in vivo sample recovered from C57BL/6 spleens 40 hours after intravenous infection	None	632	public	Illumina HiSeq 2000	None	SINGLE	PCR	GENOMIC	Tn-Seq	ILLUMINA	4759308500	1185841991	47593085	1	2014/07/22	2014/03/10	University of Massachusetts Medical School	Samantha Palace		SRA144570
348	562218	PRJNA231474	SAMN02442711	SRX391497	SRR1049476	SRS514429	Y.pestis Justinian enriched genome library LP36 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP36 (array)	None	632	public	Illumina HiSeq 1500	LP36 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2359041020	1410349296	16850293	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
349	561906	PRJNA231474	SAMN02442728	SRX391185	SRR1048912	SRS514508	Y.pestis Justinian enriched genome library LP57	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP57	None	632	public	Illumina HiSeq 1500	LP57	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	95602560	49636465	597516	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
350	561905	PRJNA231474	SAMN02442727	SRX391184	SRR1048911	SRS514507	Y.pestis Justinian enriched genome library LP55	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP55	None	632	public	Illumina HiSeq 1500	LP55	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	96015040	48978951	600094	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
351	561903	PRJNA231474	SAMN02442726	SRX391182	SRR1048910	SRS514506	Y.pestis Justinian enriched genome library LP53	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP53	None	632	public	Illumina HiSeq 1500	LP53	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	97360480	49279649	608503	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
352	561902	PRJNA231474	SAMN02442725	SRX391181	SRR1048909	SRS514505	Y.pestis Justinian enriched genome library LP51	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP51	None	632	public	Illumina HiSeq 1500	LP51	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	79176640	41118109	494854	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
353	561841	PRJNA231474	SAMN02442724	SRX391120	SRR1048908	SRS514444	Y.pestis Justinian enriched genome library LP49	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP49	None	632	public	Illumina HiSeq 1500	LP49	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	98933760	50493003	618336	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
354	561840	PRJNA231474	SAMN02442723	SRX391119	SRR1048907	SRS514443	Y.pestis Justinian enriched genome library LP39b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP39b	None	632	public	Illumina HiSeq 1500	LP39b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	50376640	25577707	314854	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
355	561839	PRJNA231474	SAMN02442722	SRX391118	SRR1048906	SRS514442	Y.pestis Justinian enriched genome library LP38b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP38b	None	632	public	Illumina HiSeq 1500	LP38b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	62468160	32283030	390426	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
356	561838	PRJNA231474	SAMN02442721	SRX391117	SRR1048905	SRS514441	Y.pestis Justinian enriched genome library LP37b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP37b	None	632	public	Illumina HiSeq 1500	LP37b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	47708480	24116043	298178	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
357	561837	PRJNA231474	SAMN02442720	SRX391116	SRR1048904	SRS514440	Y.pestis Justinian enriched genome library LP36b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP36b	None	632	public	Illumina HiSeq 1500	LP36b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	49318720	24931823	308242	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
358	561836	PRJNA231474	SAMN02442719	SRX391115	SRR1048903	SRS514439	Y.pestis Justinian enriched genome library LP35b	public	3	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP35b	None	632	public	Illumina HiSeq 1500	LP35b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	55847680	28531597	349048	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
359	561835	PRJNA231474	SAMN02442718	SRX391114	SRR1048902	SRS514438	Y.pestis Justinian enriched genome library LP32b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP32b	None	632	public	Illumina HiSeq 1500	LP32b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	47358560	24655262	295991	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
360	561834	PRJNA231474	SAMN02442717	SRX391113	SRR1048901	SRS514437	Y.pestis Justinian enriched genome library LP31b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP31b	None	632	public	Illumina HiSeq 1500	LP31b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	44716000	22802000	279475	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
361	561833	PRJNA231474	SAMN02442716	SRX391112	SRR1048900	SRS514436	Y.pestis Justinian enriched genome library LP30b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP30b	None	632	public	Illumina HiSeq 1500	LP30b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	52522080	26803863	328263	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
362	561832	PRJNA231474	SAMN02442715	SRX391111	SRR1048899	SRS514435	Y.pestis Justinian enriched genome library LP29b	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP29b	None	632	public	Illumina HiSeq 1500	LP29b	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	49917760	25583393	311986	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
363	561829	PRJNA231474	SAMN02442714	SRX391108	SRR1048898	SRS514432	Y.pestis Justinian enriched genome library LP39 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP39 (array)	None	632	public	Illumina HiSeq 1500	LP39 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2480552340	1492216894	17718231	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
364	561828	PRJNA231474	SAMN02442713	SRX391107	SRR1048897	SRS514431	Y.pestis Justinian enriched genome library LP38 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP38 (array)	None	632	public	Illumina HiSeq 1500	LP38 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	3080418880	1849931788	22002992	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
365	561827	PRJNA231474	SAMN02442712	SRX391106	SRR1048895	SRS514430	Y.pestis Justinian enriched genome library LP37 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP37 (array)	None	632	public	Illumina HiSeq 1500	LP37 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	3494537060	2063194049	24960979	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
366	561825	PRJNA231474	SAMN02442710	SRX391104	SRR1048893	SRS514427	Y.pestis Justinian enriched genome library LP35 (array)	public	4	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP35 (array)	None	632	public	Illumina HiSeq 1500	LP35 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	1663167660	1006745280	11879769	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
367	561824	PRJNA231474	SAMN02442709	SRX391103	SRR1048892	SRS514426	Y.pestis Justinian enriched genome library LP32 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP32 (array)	None	632	public	Illumina HiSeq 1500	LP32 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2156855400	1295374001	15406110	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
368	561823	PRJNA231474	SAMN02442708	SRX391102	SRR1048891	SRS514425	Y.pestis Justinian enriched genome library LP31 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP31 (array)	None	632	public	Illumina HiSeq 1500	LP31 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2592950080	1549041997	18521072	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
369	561821	PRJNA231474	SAMN02442707	SRX391100	SRR1048890	SRS514424	Y.pestis Justinian enriched genome library LP30 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP30 (array)	None	632	public	Illumina HiSeq 1500	LP30 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2772445620	1668442060	19803183	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
370	561820	PRJNA231474	SAMN02442706	SRX391099	SRR1048889	SRS514423	Y.pestis Justinian enriched genome library LP29 (array)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP29 (array)	None	632	public	Illumina HiSeq 1500	LP29 array	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	2580565820	1534108177	18432613	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
371	561817	PRJNA231474	SAMN02442714	SRX391096	SRR1048888	SRS514432	Y.pestis Justinian enriched genome library LP39 (in-solution)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP39 (in-solution)	None	632	public	Illumina HiSeq 1500	LP39 in-solution	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	1076799744	664954559	8412498	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
372	561815	PRJNA231474	SAMN02442713	SRX391094	SRR1048887	SRS514431	Y.pestis Justinian enriched genome library LP38 (in-solution)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP38 (in-solution)	None	632	public	Illumina HiSeq 1500	LP38 in-solution	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	1439383040	886229981	11245180	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
373	561813	PRJNA231474	SAMN02442712	SRX391092	SRR1048884	SRS514430	Y.pestis Justinian enriched genome library LP37 (in-solution)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP37 (in-solution)	None	632	public	Illumina HiSeq 1500	LP37 in-solution	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	1040551424	631926970	8129308	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
374	561812	PRJNA231474	SAMN02442711	SRX391091	SRR1048883	SRS514429	Y.pestis Justinian enriched genome library LP36 (in-solution)	public	2	true		true	SRP033879	Yersinia pestis Justinian historic genome sequencing	Y.pestis Justinian enriched genome library LP36 (in-solution)	None	632	public	Illumina HiSeq 1500	LP36 in-solution	PAIRED	Hybrid Selection	GENOMIC	WGS	ILLUMINA	956140800	585714478	7469850	1	2014/01/28	2013/12/13	McMaster University	Jennifer Klunk	McMaster Ancient DNA Centre	SRA116242
