id	BioSample_id	Accession	BioProject	SRAAccession	BioSampleTitle	SampleName	SampleType	Package	Infraspecies	Organism	OrganismAlt	SubSpecies	Strain	TaxonomyID	Biovar	CollectionDate	GeographicLocation	Host	HostDisease	IsolateNameAlias	IsolationSource	Lat	LatLon	Lon	Date	ModificationDate	PublicationDate	Organization
322	2777961	SAMN02777961	None	None	Microbe sample from Yersinia pestis subsp. pestis	231(708)	missing	Microbe.1.0	strain: 231(708)	Yersinia pestis subsp. pestis	Yersinia pestis subsp. pestis	None	231(708)	385964	None	1947	Kyrgyzstan	None	None	None	Marmota baibacina corpse	None	None	None	2014/05/15	2014/11/06	2014/05/15	Russian Research Antiplague Institute "Microbe"
323	2769799	SAMN02769799	PRJNA208248	SRS605683	Microbe sample from Yersinia pestis 790	FKY	missing	Microbe.1.0	strain: 790	Yersinia pestis 790 	Yersinia pestis 790	None	790	1345701	None	unknown	Kyrgyzstan	None	None	None	unknown	None	None	None	2014/05/12	2014/11/06	2014/05/12	Los Alamos National Laboratory
324	2769655	SAMN02769655	PRJNA240100	SRS605759	Microbe sample from Yersinia pestis	YPW_1	missing	Microbe.1.0	strain: Harbin35	Yersinia pestis	Yersinia pestis	None	Harbin35	632	None	1940	China: Manchuria	None	None	None	unknown	None	None	None	2014/05/12	2014/11/06	2014/05/12	Los Alamos National Laboratory
325	2769635	SAMN02769635	PRJNA208246	SRS605686	Microbe sample from Yersinia pestis 771	AYA	missing	Microbe.1.0	strain: 771	Yersinia pestis 771	Yersinia pestis 771	None	771	1345699	None	unknown	Republic of Georgia: Ninotsminda	None	None	None	unknown	None	None	None	2014/05/12	2014/11/06	2014/05/12	Los Alamos National Laboratory
326	2678313	SAMN02678313	None	SRS567896	Yersinia pestis insertion library: harvested from spleens of C57BL/6 mice 40 hours after intravenous infection	In vivo library: harvested from spleens 40 hours after intravenous infection	missing	Microbe.1.0	strain: KIM1001	Yersinia pestis	Yersinia pestis	None	KIM1001	632	None	Jun-2011	USA	None	None	None	Insertion library in laboratory strain	None	None	None	2014/03/10	2014/11/06	2014/03/10	University of Massachusetts Medical School
327	2678312	SAMN02678312	None	SRS567887	Yersinia pestis insertion library: replicate in vitro sample	Replicate in vitro library	missing	Microbe.1.0	strain: KIM1001	Yersinia pestis	Yersinia pestis	None	KIM1001	632	None	Jun-2011	USA	None	None	None	Insertion library in laboratory strain	None	None	None	2014/03/10	2014/11/06	2014/03/10	University of Massachusetts Medical School
328	2678311	SAMN02678311	None	SRS567871	Yersinia pestis insertion library: reference in vitro sample	Reference in vitro library	missing	Microbe.1.0	strain: KIM1001	Yersinia pestis	Yersinia pestis	None	KIM1001	632	None	Jun-2011	USA	None	None	None	Insertion library in laboratory strain	None	None	None	2014/03/10	2014/11/06	2014/03/10	University of Massachusetts Medical School
329	2905649	SAMN02905649	PRJNA254747	SRS659643	Yersinia pestis str. EV76	S000547	irradiated cells	Microbe.1.0	strain: EV76	Yersinia pestis	Yersinia pestis	None	EV76	632	None	missing	missing	None	None	None	missing	None	None	None	2014/07/09	2014/07/14	2014/07/09	US Army Edgewood Chemical Biological Center
330	2905648	SAMN02905648	PRJNA254747	SRS659642	Yersinia pestis str. EV76	S000546	control cells	Microbe.1.0	strain: EV76	Yersinia pestis	Yersinia pestis	None	EV76	632	None	missing	missing	None	None	None	missing	None	None	None	2014/07/09	2014/07/14	2014/07/09	US Army Edgewood Chemical Biological Center
331	2598688	SAMN02598688	PRJNA234351	None	General Sample for Yersinia pestis	Yersinia pestis strain EV NIIEG	None	Generic.1.0	strain: EV NIIEG	Yersinia pestis EV NIIEG	Yersinia pestis EV NIIEG	None	EV NIIEG	1455696	None	1941	None	None	None	None	strain EV G. Gerard, G Robic (Vaccine strain EV line NIIEG is mutant strain, was isolated from other stain EV Gerard and Robic)	None	None	None	2014/01/28	2014/06/09	2014/01/28	Russian Research Anti-Plaque Institute "Microbe"
332	2403946	SAMN02403946	PRJNA169908	None	General Sample for Yersinia pestis INS	AMQL	None	Generic.1.0	strain: INS	Yersinia pestis INS	Yersinia pestis INS	None	INS	1159617	None	Jul-2010	Peru	None	None	None	blood sample taken during an outbreak of pneumonic plague in Trujillo	None	None	None	2013/11/15	2014/06/09	2013/11/15	Instituto Nacional de Salud
333	2179219	SAMN02179219	None	SRS430175	Pathogen sample from Yersinia pestis	Spleen	None	Pathogen.env.1.0	None	None	Yersinia pestis	None	None	632	None	Oct, 2011	China	None	None	None	From the spleens of infected mice	None	missing	None	2013/11/16	2014/05/22	2013/11/16	Beijing Institute of Microbiology and Epidemiology
334	2179218	SAMN02179218	None	SRS430174	Pathogen sample from Yersinia pestis	Lung	None	Pathogen.env.1.0	None	None	Yersinia pestis	None	None	632	None	Oct, 2011	China	None	None	None	From the lungs of infected mice	None	missing	None	2013/11/16	2014/05/22	2013/11/16	Beijing Institute of Microbiology and Epidemiology
335	2179217	SAMN02179217	None	SRS430170	Pathogen sample from Yersinia pestis	BHI	None	Pathogen.env.1.0	None	None	Yersinia pestis	None	None	632	None	Oct, 2011	China	None	None	None	Grown to exponential phase in BHI	None	missing	None	2013/11/16	2014/05/22	2013/11/16	Beijing Institute of Microbiology and Epidemiology
336	2179216	SAMN02179216	None	SRS430163	Pathogen sample from Yersinia pestis	TMH unde	None	Pathogen.env.1.0	None	None	Yersinia pestis	None	None	632	None	Oct, 2011	China	None	None	None	Grown to exponential phase in TMH	None	missing	None	2013/11/16	2014/05/22	2013/11/16	Beijing Institute of Microbiology and Epidemiology
337	222601	SAMN00222601	None	SRS178859	Sample from Yersinia pestis KIM D27	1129259764024 Yersinia pestis KIM D27  GYP14-ILLUMINA-PE Sample	None	Generic.1.0	strain: KIM D27	None	Yersinia pestis KIM D27	None	KIM D27	687916	None	None	None	None	None	None	None	None	None	None	2011/03/21	2014/04/09	2011/03/21	J. Craig Venter Institute
338	1831187	SAMN01831187	None	SRS379554	Yersinia pestis biovar Orientalis str. AS200902147	S000069	None	Generic.1.0	strain: AS200902147	None	Yersinia pestis biovar Orientalis str. AS200902147	None	AS200902147	1084232	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
339	1831186	SAMN01831186	None	SRS379553	Yersinia pestis biovar Orientalis str. BA200902009	S000068	None	Generic.1.0	strain: BA200902009	None	Yersinia pestis biovar Orientalis str. BA200902009	None	BA200902009	1084231	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
340	1831185	SAMN01831185	None	SRS379552	Yersinia pestis biovar Orientalis str. BA200901990	S000067	None	Generic.1.0	strain: BA200901990	None	Yersinia pestis biovar Orientalis str. BA200901990	None	BA200901990	1084230	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
341	1831184	SAMN01831184	None	SRS379551	Yersinia pestis biovar Orientalis str. BA200901799	S000066	None	Generic.1.0	strain: BA200901799	None	Yersinia pestis biovar Orientalis str. BA200901799	None	BA200901799	1084226	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
342	1831183	SAMN01831183	None	SRS379550	Yersinia pestis biovar Orientalis str. BA200901703	S000065	None	Generic.1.0	strain: BA200901703	None	Yersinia pestis biovar Orientalis str. BA200901703	None	BA200901703	1084229	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
343	1831182	SAMN01831182	None	SRS379549	Yersinia pestis biovar Orientalis str. AS200901539	S000064	None	Generic.1.0	strain: AS200901539	None	Yersinia pestis biovar Orientalis str. AS200901539	None	AS200901539	1084227	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
344	1831181	SAMN01831181	None	SRS379548	Yersinia pestis biovar Orientalis str. AS200901509	S000063	None	Generic.1.0	strain: AS200901509	None	Yersinia pestis biovar Orientalis str. AS200901509	None	AS200901509	1084234	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
345	1831180	SAMN01831180	None	SRS379547	Yersinia pestis biovar Orientalis str. AS200901434	S000062	None	Generic.1.0	strain: AS200901434	None	Yersinia pestis biovar Orientalis str. AS200901434	None	AS200901434	1084233	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
346	1831179	SAMN01831179	None	SRS379546	Yersinia pestis biovar Orientalis str. AS200901156	S000061	None	Generic.1.0	strain: AS200901156	None	Yersinia pestis biovar Orientalis str. AS200901156	None	AS200901156	1084228	None	None	None	None	None	None	None	None	None	None	2013/01/02	2014/04/08	2013/01/02	US Army Edgewood Chemical Biological Center
347	1818177	SAMN01818177	None	SRS376627	Sample from Yersinia pestis KIM D27	1133515451910 Yersinia pestis KIM D27 YERSINIAPESTIS1-P8KB-01-685 Sample	None	Generic.1.0	strain: KIM D27	None	Yersinia pestis KIM D27	None	KIM D27	687916	None	None	None	None	None	None	None	None	None	None	2012/11/21	2014/04/08	2012/11/21	J. Craig Venter Institute
348	2690739	SAMN02690739	None	SRS576855	Sample from Yersinia pestis	BGI-090959	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
349	2690738	SAMN02690738	None	SRS576854	Sample from Yersinia pestis	BGI-090958	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
350	2690737	SAMN02690737	None	SRS576853	Sample from Yersinia pestis	BGI-090955	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
351	2690736	SAMN02690736	None	SRS576852	Sample from Yersinia pestis	BGI-090954	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
352	2690735	SAMN02690735	None	SRS576851	Sample from Yersinia pestis	BGI-090953	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
353	2690734	SAMN02690734	None	SRS576850	Sample from Yersinia pestis	BGI-090952b	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
354	2690733	SAMN02690733	None	SRS576849	Sample from Yersinia pestis	BGI-090952a	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
355	2690732	SAMN02690732	None	SRS576848	Sample from Yersinia pestis	BGI-05008	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
356	2690731	SAMN02690731	None	SRS576847	Sample from Yersinia pestis	BGI-05006	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
357	2690730	SAMN02690730	None	SRS576846	Sample from Yersinia pestis	BGI-05001	None	Generic.1.0	None	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2014/03/19	2014/03/19	2014/03/19	BGI
358	2404406	SAMN02404406	PRJNA16429	None	Generic sample from Yersinia pestis FV-1	AAUB	None	Generic.1.0	strain: FV-1	None	Yersinia pestis FV-1	None	FV-1	375450	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TGen
359	2404404	SAMN02404404	PRJNA17691	None	Generic sample from Yersinia pestis biovar Antiqua str. UG05-0454	AAYR	None	Generic.1.0	strain: UG05-0454	None	Yersinia pestis biovar Antiqua str. UG05-0454	None	UG05-0454	404218	Antiqua	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
360	2404403	SAMN02404403	PRJNA17689	None	Generic sample from Yersinia pestis biovar Orientalis str. MG05-1020	AAYS	None	Generic.1.0	strain: MG05-1020	None	Yersinia pestis biovar Orientalis str. MG05-1020	None	MG05-1020	404217	Orientalis	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
361	2404402	SAMN02404402	PRJNA17687	None	Generic sample from Yersinia pestis biovar Mediaevalis str. K1973002	AAYT	None	Generic.1.0	strain: K1973002	None	Yersinia pestis biovar Mediaevalis str. K1973002	None	K1973002	404216	Mediaevalis	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
362	2404401	SAMN02404401	PRJNA17685	None	Generic sample from Yersinia pestis biovar Antiqua str. B42003004	AAYU	None	Generic.1.0	strain: B42003004	None	Yersinia pestis biovar Antiqua str. B42003004	None	B42003004	404215	Antiqua	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
363	2404400	SAMN02404400	PRJNA17683	None	Generic sample from Yersinia pestis biovar Antiqua str. E1979001	AAYV	None	Generic.1.0	strain: E1979001	None	Yersinia pestis biovar Antiqua str. E1979001	None	E1979001	360099	Antiqua	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
364	2404399	SAMN02404399	PRJNA17681	None	Generic sample from Yersinia pestis biovar Orientalis str. F1991016	ABAT	None	Generic.1.0	strain: F1991016	None	Yersinia pestis biovar Orientalis str. F1991016	None	F1991016	404214	Orientalis	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	TIGR
365	2403944	SAMN02403944	PRJNA30511	None	Generic sample from Yersinia pestis Pestoides A	ACNT	None	Generic.1.0	strain: Pestoides A	None	Yersinia pestis Pestoides A	None	Pestoides A	545431	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	ERIC (Enteropathogen Resource Integration Center)
366	2403943	SAMN02403943	PRJNA30509	None	Generic sample from Yersinia pestis biovar Orientalis str. PEXU2	ACNS	None	Generic.1.0	strain: PEXU2	None	Yersinia pestis biovar Orientalis str. PEXU2	None	PEXU2	547046	Orientalis	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	ERIC (Enteropathogen Resource Integration Center)
367	2403942	SAMN02403942	PRJNA30507	None	Generic sample from Yersinia pestis biovar Orientalis str. India 195	ACNR	None	Generic.1.0	strain: India 195	None	Yersinia pestis biovar Orientalis str. India 195	None	India 195	547047	Orientalis	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	ERIC (Enteropathogen Resource Integration Center)
368	2403941	SAMN02403941	PRJNA30503	None	Generic sample from Yersinia pestis Nepal516	ACNQ	None	Generic.1.0	strain: Nepal516; isolate: A	None	Yersinia pestis Nepal516	None	Nepal516	377628	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	ERIC (Enteropathogen Resource Integration Center)
369	2403940	SAMN02403940	PRJNA18241	None	Generic sample from Yersinia pestis CA88-4125	ABCD	None	Generic.1.0	strain: CA88-4125	None	Yersinia pestis CA88-4125	None	CA88-4125	412420	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	ERIC (Enteropathogen Resource Integration Center)
370	2403108	SAMN02403108	PRJNA47685	None	Generic sample from Yersinia pestis YN663	ADTI	None	Generic.1.0	strain: YN663	None	Yersinia pestis YN663	None	YN663	755973	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
371	2403107	SAMN02403107	PRJNA47685	None	Generic sample from Yersinia pestis YN472	ADTH	None	Generic.1.0	strain: YN472	None	Yersinia pestis YN472	None	YN472	755972	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
372	2403106	SAMN02403106	PRJNA47685	None	Generic sample from Yersinia pestis YN2588	ADTG	None	Generic.1.0	strain: YN2588	None	Yersinia pestis YN2588	None	YN2588	755971	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
373	2403105	SAMN02403105	PRJNA47685	None	Generic sample from Yersinia pestis YN2551	ADTF	None	Generic.1.0	strain: YN2551	None	Yersinia pestis YN2551	None	YN2551	755970	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
374	2403104	SAMN02403104	PRJNA47685	None	Generic sample from Yersinia pestis YN2179	ADTE	None	Generic.1.0	strain: YN2179	None	Yersinia pestis YN2179	None	YN2179	755969	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
375	2403103	SAMN02403103	PRJNA47685	None	Generic sample from Yersinia pestis YN1683	ADTD	None	Generic.1.0	strain: YN1683	None	Yersinia pestis YN1683	None	YN1683	755968	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
376	2403102	SAMN02403102	PRJNA47685	None	Generic sample from Yersinia pestis YN1065	ADTC	None	Generic.1.0	strain: YN1065	None	Yersinia pestis YN1065	None	YN1065	755967	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
377	2403101	SAMN02403101	PRJNA47685	None	Generic sample from Yersinia pestis SHAN12	ADTB	None	Generic.1.0	strain: SHAN12	None	Yersinia pestis SHAN12	None	SHAN12	755966	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
378	2403100	SAMN02403100	PRJNA47685	None	Generic sample from Yersinia pestis SHAN11	ADTA	None	Generic.1.0	strain: SHAN11	None	Yersinia pestis SHAN11	None	SHAN11	755965	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
379	2403099	SAMN02403099	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ9	ADSZ	None	Generic.1.0	strain: MGJZ9	None	Yersinia pestis MGJZ9	None	MGJZ9	755964	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
380	2403098	SAMN02403098	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ7	ADSY	None	Generic.1.0	strain: MGJZ7	None	Yersinia pestis MGJZ7	None	MGJZ7	755963	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
381	2403097	SAMN02403097	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ6	ADSX	None	Generic.1.0	strain: MGJZ6	None	Yersinia pestis MGJZ6	None	MGJZ6	755962	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
382	2403096	SAMN02403096	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ3	ADSW	None	Generic.1.0	strain: MGJZ3	None	Yersinia pestis MGJZ3	None	MGJZ3	755961	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
383	2403095	SAMN02403095	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ12	ADSV	None	Generic.1.0	strain: MGJZ12	None	Yersinia pestis MGJZ12	None	MGJZ12	755960	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
384	2403094	SAMN02403094	PRJNA47685	None	Generic sample from Yersinia pestis MGJZ11	ADSU	None	Generic.1.0	strain: MGJZ11	None	Yersinia pestis MGJZ11	None	MGJZ11	755959	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
385	2403093	SAMN02403093	PRJNA47685	None	Generic sample from Yersinia pestis M0000002	ADST	None	Generic.1.0	strain: M0000002	None	Yersinia pestis M0000002	None	M0000002	755897	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
386	2403092	SAMN02403092	PRJNA47685	None	Generic sample from Yersinia pestis K21985002	ADSS	None	Generic.1.0	strain: K21985002	None	Yersinia pestis K21985002	None	K21985002	755927	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
387	2403091	SAMN02403091	PRJNA47685	None	Generic sample from Yersinia pestis K11973002	ADSR	None	Generic.1.0	strain: K11973002	None	Yersinia pestis K11973002	None	K11973002	755928	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
388	2403090	SAMN02403090	PRJNA47685	None	Generic sample from Yersinia pestis J1978002	ADSQ	None	Generic.1.0	strain: J1978002	None	Yersinia pestis J1978002	None	J1978002	755912	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
389	2403089	SAMN02403089	PRJNA47685	None	Generic sample from Yersinia pestis J1963002	ADSP	None	Generic.1.0	strain: J1963002	None	Yersinia pestis J1963002	None	J1963002	755936	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
390	2403088	SAMN02403088	PRJNA47685	None	Generic sample from Yersinia pestis I2001001	ADSO	None	Generic.1.0	strain: I2001001	None	Yersinia pestis I2001001	None	I2001001	755916	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
391	2403087	SAMN02403087	PRJNA47685	None	Generic sample from Yersinia pestis I1994006	ADSN	None	Generic.1.0	strain: I1994006	None	Yersinia pestis I1994006	None	I1994006	755910	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
392	2403086	SAMN02403086	PRJNA47685	None	Generic sample from Yersinia pestis I1991001	ADSM	None	Generic.1.0	strain: I1991001	None	Yersinia pestis I1991001	None	I1991001	755858	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
393	2403085	SAMN02403085	PRJNA47685	None	Generic sample from Yersinia pestis I1970005	ADSL	None	Generic.1.0	strain: I1970005	None	Yersinia pestis I1970005	None	I1970005	755952	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
394	2403084	SAMN02403084	PRJNA47685	None	Generic sample from Yersinia pestis I1969003	ADSK	None	Generic.1.0	strain: I1969003	None	Yersinia pestis I1969003	None	I1969003	755914	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
395	2403083	SAMN02403083	PRJNA47685	None	Generic sample from Yersinia pestis I160001	ADSJ	None	Generic.1.0	strain: I160001	None	Yersinia pestis I160001	None	I160001	755958	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
396	2403082	SAMN02403082	PRJNA47685	None	Generic sample from Yersinia pestis H1959004	ADSI	None	Generic.1.0	strain: H1959004	None	Yersinia pestis H1959004	None	H1959004	755879	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
397	2403081	SAMN02403081	PRJNA47685	None	Generic sample from Yersinia pestis H1958004	ADSH	None	Generic.1.0	strain: H1958004	None	Yersinia pestis H1958004	None	H1958004	755931	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
398	2403080	SAMN02403080	PRJNA47685	None	Generic sample from Yersinia pestis G8786	ADSG	None	Generic.1.0	strain: G8786	None	Yersinia pestis G8786	None	G8786	755957	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
399	2403079	SAMN02403079	PRJNA47685	None	Generic sample from Yersinia pestis G1996010	ADSF	None	Generic.1.0	strain: G1996010	None	Yersinia pestis G1996010	None	G1996010	755872	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
400	2403078	SAMN02403078	PRJNA47685	None	Generic sample from Yersinia pestis G1996006	ADSE	None	Generic.1.0	strain: G1996006	None	Yersinia pestis G1996006	None	G1996006	755873	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
401	2403077	SAMN02403077	PRJNA47685	None	Generic sample from Yersinia pestis F1984001	ADSD	None	Generic.1.0	strain: F1984001	None	Yersinia pestis F1984001	None	F1984001	755937	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
402	2403076	SAMN02403076	PRJNA47685	None	Generic sample from Yersinia pestis F1954001	ADSC	None	Generic.1.0	strain: F1954001	None	Yersinia pestis F1954001	None	F1954001	755890	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
403	2403075	SAMN02403075	PRJNA47685	None	Generic sample from Yersinia pestis F1946001	ADSB	None	Generic.1.0	strain: F1946001	None	Yersinia pestis F1946001	None	F1946001	755907	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
404	2403073	SAMN02403073	PRJNA47685	None	Generic sample from Yersinia pestis E1977001	ADRY	None	Generic.1.0	strain: E1977001	None	Yersinia pestis E1977001	None	E1977001	755939	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
405	2403072	SAMN02403072	PRJNA47685	None	Generic sample from Yersinia pestis D1991004	ADRX	None	Generic.1.0	strain: D1991004	None	Yersinia pestis D1991004	None	D1991004	755892	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
406	2403071	SAMN02403071	PRJNA47685	None	Generic sample from Yersinia pestis D1982001	ADRW	None	Generic.1.0	strain: D1982001	None	Yersinia pestis D1982001	None	D1982001	755887	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
407	2403070	SAMN02403070	PRJNA47685	None	Generic sample from Yersinia pestis D1964002	ADRV	None	Generic.1.0	strain: D1964002	None	Yersinia pestis D1964002	None	D1964002	755911	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
408	2403069	SAMN02403069	PRJNA47685	None	Generic sample from Yersinia pestis D1964001	ADRU	None	Generic.1.0	strain: D1964001	None	Yersinia pestis D1964001	None	D1964001	755882	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
409	2403068	SAMN02403068	PRJNA47685	None	Generic sample from Yersinia pestis CMCCN010025	ADRT	None	Generic.1.0	strain: CMCCN010025	None	Yersinia pestis CMCCN010025	None	CMCCN010025	755956	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
410	2403067	SAMN02403067	PRJNA47685	None	Generic sample from Yersinia pestis CMCCK110001	ADRS	None	Generic.1.0	strain: CMCCK110001	None	Yersinia pestis CMCCK110001	None	CMCCK110001	755955	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
411	2403066	SAMN02403066	PRJNA47685	None	Generic sample from Yersinia pestis CMCCK100001	ADRR	None	Generic.1.0	strain: CMCCK100001	None	Yersinia pestis CMCCK100001	None	CMCCK100001	755954	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
